ncessch,lcity,website,is_school_wide_title1,lzip,title1_school_status,is_title1_eligible,total_students,level,fl_eligible,nslp_direct_certification,rl_eligible,frl_eligible,national_school_lunch_program,sch_name,phone,st,county,gslo,gshi,g_pk_offered,g_kg_offered,g_1_offered,g_2_offered,g_3_offered,g_4_offered,g_5_offered,g_6_offered,g_7_offered,g_8_offered,g_9_offered,g_10_offered,g_11_offered,g_12_offered,g_13_offered,g_ug_offered,g_ae_offered,nogrades,sch_type,sy_status,updated_status,effective_date,lea_name,mcity,mzip,mstate
470159000517,Chattanooga,http://rbh.hcde.org,1-Yes,37415,5-Title I schoolwide school,1-Yes,798,High,,274,,,Yes participating without using any Provision or the CEO,Red Bank High School,4238741900,TN,Hamilton County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/07/2022,Hamilton County,Chattanooga,37415,TN
341374004078,RED BANK,http://www.rbb.k12.nj.us,1-Yes,07701,5-Title I schoolwide school,1-Yes,642,Middle,450,,56,506,Yes participating without using any Provision or the CEO,Red Bank Middle School,7327581515,NJ,Monmouth County,4th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,Red Bank Borough Public School District,RED BANK,07701,NJ
470159000518,Chattanooga,http://rbm.hcde.org,1-Yes,37415,5-Title I schoolwide school,1-Yes,572,Middle,,234,,,Yes participating without using any Provision or the CEO,Red Bank Middle School,4238741908,TN,Hamilton County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/07/2022,Hamilton County,Chattanooga,37415,TN
341375004084,LITTLE SILVER,http://www.rbrhs.org,2-No,07739,2-Title I targeted assistance school,1-Yes,1247,High,189,,14,203,Yes participating without using any Provision or the CEO,Red Bank Regional High School,7328428000,NJ,Monmouth County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,Red Bank Regional School District,LITTLE SILVER,07739,NJ
10159000545,Red Bay,http://www.franklin.k12.al.us,,35582,6-Not a Title I school,2-No,338,High,106,61,20,126,Yes participating without using any Provision or the CEO,Red Bay High School,2563312270,AL,Franklin County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/21/2022,Franklin County,Red Bay,35582,AL
63201004923,Red Bluff,,,96080,,,1541,High,852,632,113,965,,Red Bluff High,5305298710,CA,Tehama County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Red Bluff Joint Union High,Red Bluff,96080,CA
470255000912,Red Boiling Spg,http://www.monteagleelementary.org/,1-Yes,37150,4-Title I schoolwide eligible school-No program,1-Yes,322,High,,124,,,Yes participating without using any Provision or the CEO,Red Boiling Springs School,6156993125,TN,Macon County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/07/2022,Macon County,Red Boiling Springs,37150,TN
173330003448,Red Bud,http://www.redbud132.org,2-No,62278,1-Title I targeted assistance eligible school-No program,1-Yes,403,High,,,,79,No,Red Bud High School,6182823826,IL,Randolph County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Red Bud CUSD 132,Red Bud,62278,IL
130243004118,Calhoun,,1-Yes,30701,5-Title I schoolwide school,1-Yes,866,Middle,,223,,,No,Red Bud Middle School,7068795261,GA,Gordon County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,Gordon County,Calhoun,30701,GA
80354001756,EDWARDS,http://rchs.eagleschools.net/,,81631,6-Not a Title I school,2-No,160,High,34,,12,46,,Red Canyon High School,9709268107,CO,Eagle County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,01/12/2022,Eagle County School District No. Re 50,EAGLE,81631,CO
317599001551,RED CLOUD,,,68970,6-Not a Title I school,2-No,109,High,37,,13,50,No,RED CLOUD HIGH SCHOOL,4027462818,NE,Webster County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/18/2022,RED CLOUD COMMUNITY SCHOOLS,RED CLOUD,68970,NE
362421003330,RED CREEK,http://www.rccsd.org,1-Yes,13143,5-Title I schoolwide school,1-Yes,235,High,101,,9,110,Yes participating without using any Provision or the CEO,RED CREEK HIGH SCHOOL,3157542040,NY,Wayne County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,RED CREEK CENTRAL SCHOOL DISTRICT,RED CREEK,13143,NY
362421004851,RED CREEK,http://www.rccsd.org,1-Yes,13143,5-Title I schoolwide school,1-Yes,210,Middle,99,,7,106,Yes participating without using any Provision or the CEO,RED CREEK MIDDLE SCHOOL,3157542070,NY,Wayne County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,RED CREEK CENTRAL SCHOOL DISTRICT,RED CREEK,13143,NY
260852001820,CEDAR SPRINGS,http://www.csredhawks.org,1-Yes,49319,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,215,Middle,92,,6,98,Yes participating without using any Provision or the CEO,Red Hawk Elementary,6166967330,MI,Kent County,6th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/10/2022,Cedar Springs Public Schools,CEDAR SPRINGS,49319,MI
172213005283,Bridgeport,http://cusd10.org,1-Yes,62417,4-Title I schoolwide eligible school-No program,1-Yes,384,High,,,,198,No,Red Hill Jr/Sr High School,6189452521,IL,Lawrence County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/18/2022,Red Hill CUSD 10,Bridgeport,62417,IL
490093000839,RICHFIELD,http://rhms.seviersd.org,,84701,6-Not a Title I school,2-No,545,Middle,224,,0,224,Yes participating without using any Provision or the CEO,Red Hills Middle,4358966421,UT,Sevier County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/08/2022,Sevier District,RICHFIELD,84701,UT
362424003334,RED HOOK,http://www.redhookcentralschools.org,2-No,12571,2-Title I targeted assistance school,1-Yes,585,High,,,,,No,RED HOOK SENIOR HIGH SCHOOL,8457582241,NY,Dutchess County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,1-Yes,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,RED HOOK CENTRAL SCHOOL DISTRICT,RED HOOK,12571,NY
362427003336,SHORTSVILLE,http://www.redjacket.org,1-Yes,14548,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,235,High,103,,18,121,Yes under Community Eligibility Option (CEO),RED JACKET HIGH SCHOOL,5852893966,NY,Ontario County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),SHORTSVILLE,14548,NY
362427003397,SHORTSVILLE,http://www.redjacket.org,1-Yes,14548,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,181,Middle,143,,5,148,Yes participating without using any Provision or the CEO,RED JACKET MIDDLE SCHOOL,5852893967,NY,Ontario County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/25/2022,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),SHORTSVILLE,14548,NY
273051000325,RED LAKE,,1-Yes,56671,4-Title I schoolwide eligible school-No program,1-Yes,50,High,30,,0,30,No,RED LAKE ALTERNATIVE LEARNING,2186793733,MN,Beltrami County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/23/2022,RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE,56671,MN
270038504735,OKLEE,,1-Yes,56742,4-Title I schoolwide eligible school-No program,1-Yes,166,High,31,,20,51,No,Red Lake County Central High School,2187965136,MN,Red Lake County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,RED LAKE COUNTY CENTRAL PUBLIC SCH,OKLEE,56742,MN
273051004337,RED LAKE,,1-Yes,56671,4-Title I schoolwide eligible school-No program,1-Yes,0,High,,,,,No,RED LAKE JUVENILE DETENTION FACLTY,2186793353,MN,Beltrami County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/23/2022,RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE,56671,MN
273051002793,RED LAKE,,1-Yes,56671,4-Title I schoolwide eligible school-No program,1-Yes,7,Middle,,,,,No,RED LAKE MIDDLE LEVEL ALC,2186792701,MN,Beltrami County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/23/2022,RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE,56671,MN
273051002427,RED LAKE,,1-Yes,56671,5-Title I schoolwide school,1-Yes,292,Middle,186,,6,192,No,Red Lake Middle School,2186792700,MN,Beltrami County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE,56671,MN
273051001303,RED LAKE,,1-Yes,56671,5-Title I schoolwide school,1-Yes,327,High,191,,3,194,No,RED LAKE SECONDARY,2186793733,MN,Beltrami County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,RED LAKE PUBLIC SCHOOL DISTRICT,RED LAKE,56671,MN
422583004704,Lewisberry,,,17339,6-Not a Title I school,2-No,1090,High,217,,11,228,,Red Land SHS,7179386561,PA,York County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,West Shore SD,Lewisberry,17339,PA
10093002167,Red Level,http://www.cov.k12.al.us,1-Yes,36474,3-Title I schoolwide eligible-Title I targeted assistance program,1-Yes,525,Other,282,236,39,321,Yes participating without using any Provision or the CEO,Red Level School,3344695315,AL,Covington County,Prekindergarten,12th Grade,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/21/2022,Covington County,Red Level,36474,AL
483663007191,TEXARKANA,http://www.redlickisd.com,2-No,75503,2-Title I targeted assistance school,1-Yes,192,Middle,25,,0,25,No,RED LICK MIDDLE,9038386006,TX,Bowie County,5th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,RED LICK ISD,TEXARKANA,75503,TX
422010004597,Red Lion,http://www.rlasd.net,1-Yes,17356,4-Title I schoolwide eligible school-No program,1-Yes,828,Middle,340,,11,351,,Red Lion Area JHS,7172441448,PA,York County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Red Lion Area SD,Red Lion,17356,PA
422010004598,Red Lion,http://www.rlasd.net,1-Yes,17356,4-Title I schoolwide eligible school-No program,1-Yes,1475,High,499,,19,518,,Red Lion Area SHS,7172461611,PA,York County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,04/05/2022,Red Lion Area SD,Red Lion,17356,PA
302211000655,Red Lodge,http://www.redlodge.k12.mt.us/domain/36,2-No,59068,2-Title I targeted assistance school,1-Yes,180,High,,24,,,Yes participating without using any Provision or the CEO,Red Lodge High School,4064461903,MT,Carbon County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/19/2022,Red Lodge H S,Red Lodge,59068,MT
40687000142,Teec Nos Pos,http://www.rmusd.net,1-Yes,86514,5-Title I schoolwide school,1-Yes,168,High,95,69,5,100,Yes under Community Eligibility Option (CEO),Red Mesa High School,9286564177,AZ,Apache County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,Red Mesa Unified District (4159),TEEC NOS POS,86514,AZ
40687000206,Teec Nos Pos,http://www.rmusd.net,1-Yes,86514,5-Title I schoolwide school,1-Yes,73,Middle,40,30,2,42,Yes under Community Eligibility Option (CEO),Red Mesa Junior High School,9286564137,AZ,Apache County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,Red Mesa Unified District (4159),Teec Nos Pos,86514,AZ
40497001411,MESA,http://www.mpsaz.org/rmhs,,85207,6-Not a Title I school,2-No,3391,High,342,342,0,342,Yes participating without using any Provision or the CEO,Red Mountain High School,4804728000,AZ,Maricopa County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,Mesa Unified District (4235),MESA,85207,AZ
350069001023,DEMING,http://red.demingps.org,1-Yes,88030,5-Title I schoolwide school,1-Yes,887,Middle,887,621,0,887,Yes under Community Eligibility Option (CEO),RED MOUNTAIN MIDDLE,5755460668,NM,Luna County,7th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/03/2022,DEMING PUBLIC SCHOOLS,DEMING,88030,NM
483666004106,RED OAK,http://www.redoakisd.org,1-Yes,75154,4-Title I schoolwide eligible school-No program,1-Yes,2019,High,896,,33,929,Yes under Provision 2,RED OAK H S,9726173535,TX,Ellis County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,RED OAK ISD,RED OAK,75154,TX
402559001366,Red Oak,http://www.redoak.k12.ok.us,,74563,6-Not a Title I school,2-No,93,High,,25,,71,Yes participating without using any Provision or the CEO,RED OAK HS,9187542283,OK,Latimer County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/27/2022,RED OAK,Red Oak,74563,OK
192400001397,Red Oak,http://www.redoakschooldistrict.org/highschool.htm,1-Yes,51566,4-Title I schoolwide eligible school-No program,1-Yes,505,High,237,,34,271,Yes participating without using any Provision or the CEO,Red Oak Junior/Senior High School,7126236610,IA,Montgomery County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/14/2021,Red Oak Comm School District,Red Oak,51566,IA
483666004107,RED OAK,http://www.redoakisd.org,1-Yes,75154,4-Title I schoolwide eligible school-No program,1-Yes,1573,Middle,759,,45,804,Yes under Provision 2,RED OAK MIDDLE,9726170066,TX,Ellis County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/07/2022,RED OAK ISD,RED OAK,75154,TX
370327002400,Battleboro,http://doakms.ncpschools.net,1-Yes,27809,4-Title I schoolwide eligible school-No program,1-Yes,837,Middle,352,,33,385,Yes participating without using any Provision or the CEO,Red Oak Middle,2524622000,NC,Nash County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Nash County Public Schools,Battleboro,27809,NC
220132002471,Coushatta,,1-Yes,71019,5-Title I schoolwide school,1-Yes,52,Middle,45,,0,45,Yes under Community Eligibility Option (CEO),Red River Academic Academy,3189323313,LA,Red River Parish,4th Grade,6th Grade,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,05/17/2022,Red River Parish,Coushatta,71019,LA
220030802465,Mansura,,1-Yes,71350,5-Title I schoolwide school,1-Yes,133,Middle,89,,6,95,Yes under Community Eligibility Option (CEO),Red River Charter Academy,3184094015,LA,Avoyelles Parish,6th Grade,9th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,05/17/2022,Red River Charter Academy,Mansura,71350,LA
380813000261,Grand Forks,http://www.gfschools.org/redriver,,58201,6-Not a Title I school,2-No,1054,High,108,96,12,120,Yes participating without using any Provision or the CEO,RED RIVER HIGH SCHOOL,7017462400,ND,Grand Forks County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,01/06/2022,GRAND FORKS 1,Grand Forks,58201,ND
220132001090,Coushatta,,1-Yes,71019,5-Title I schoolwide school,1-Yes,338,High,225,,0,225,Yes under Community Eligibility Option (CEO),Red River High School,3189324913,LA,Red River Parish,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,05/17/2022,Red River Parish,Coushatta,71019,LA
220132001530,Coushatta,,1-Yes,71019,5-Title I schoolwide school,1-Yes,257,Middle,175,,0,175,Yes under Community Eligibility Option (CEO),Red River Junior High School,3189325265,LA,Red River Parish,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,05/17/2022,Red River Parish,Coushatta,71019,LA
40973303188,SEDONA,,,86336,6-Not a Title I school,2-No,18,Other,,,,,No,Red Rock Academy,9282046722,AZ,Yavapai County,Kindergarten,12th Grade,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,Sedona-Oak Creek JUSD #9 (4467),SEDONA,86336,AZ
270013200820,LAMBERTON,,2-No,56152,1-Title I targeted assistance eligible school-No program,1-Yes,236,High,49,,26,75,No,RED ROCK CENTRAL SECONDARY,5077527361,MN,Redwood County,5th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,RED ROCK CENTRAL SCHOOL DISTRICT,LAMBERTON,56152,MN
370393002239,Red Springs,http://www.robeson.k12.nc.us/schools.cfm?id=rshs&schoolid=391,1-Yes,28377,5-Title I schoolwide school,1-Yes,799,High,790,,0,790,Yes participating without using any Provision or the CEO,Red Springs High,9108434211,NC,Robeson County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Public Schools of Robeson County,Red Springs,28377,NC
370393002240,Red Springs,http://www.robeson.k12.nc.us/schools.cfm?id=rsms&schoolid=393,1-Yes,28377,5-Title I schoolwide school,1-Yes,626,Middle,623,,0,623,Yes participating without using any Provision or the CEO,Red Springs Middle,9108433883,NC,Robeson County,5th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,12/08/2021,Public Schools of Robeson County,Red Springs,28377,NC
560001500243,Wilson,http://www.tyfs.org/,,83014,6-Not a Title I school,2-No,3,High,,,,,Yes participating without using any Provision or the CEO,Red Top Meadows,3077339098,WY,Teton County,6th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,04/08/2022,Red Top Meadows - Administration Office,Wilson,83014,WY
130033002060,Emerson,,1-Yes,30137,5-Title I schoolwide school,1-Yes,646,Middle,,317,,,Yes participating without using any Provision or the CEO,Red Top Middle School,7706065865,GA,Bartow County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,Bartow County,Emerson,30137,GA
40687002867,Teec Nos Pos,http://www.rmusd.net,1-Yes,86544,5-Title I schoolwide school,1-Yes,14,High,12,5,0,12,Yes under Community Eligibility Option (CEO),Red Valley/Cove High School,9286534200,AZ,Apache County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,Red Mesa Unified District (4159),TEEC NOS POS,86514,AZ
279144304908,RED WING,,,55066,6-Not a Title I school,2-No,0,High,,,,,No,Red Wing HS Credit Recovery,6513884441,MN,Goodhue County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,4-Alternative Education School,1-Open,1-Open,02/23/2022,Goodhue County Education District,RED WING,55066,MN
273048001293,RED WING,http://redwing.k12.mn.us,2-No,55066,1-Title I targeted assistance eligible school-No program,1-Yes,1124,High,198,,51,249,No,Red Wing Senior High,6513854600,MN,Goodhue County,7th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,02/23/2022,Red Wing Public School District,RED WING,55066,MN
130174000636,Stone Mountain,,1-Yes,30088,5-Title I schoolwide school,1-Yes,932,High,,381,,,Yes under Community Eligibility Option (CEO),Redan High School,6786763602,GA,DeKalb County,9th Grade,12th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,DeKalb County,Stone Mountain,30088,GA
130174002859,Lithonia,,1-Yes,30058,5-Title I schoolwide school,1-Yes,743,Middle,,400,,,Yes under Community Eligibility Option (CEO),Redan Middle School,6788747902,GA,DeKalb County,6th Grade,8th Grade,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Yes,1-Yes,1-Yes,2-No,2-No,2-No,2-No,2-No,2-No,2-No,2-No,1-Regular school,1-Open,1-Open,03/02/2022,DeKalb County,Lithonia,30058,GA
