st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
KY,Clark Elementary School,210465001146,Paducah Independent,2104650,Paducah,42001,Paducah,42001,Yes under Community Eligibility Option (CEO),608,277,277,Kindergarten,5th Grade
ID,CLARK FORK JR/SR HIGH SCHOOL,160000200082,LAKE PEND OREILLE SCHOOL DISTRICT,1600002,CLARK FORK,83811,CLARK FORK,83811,Yes participating without using any Provision or the CEO,129,19,59,7th Grade,12th Grade
CA,Clark Intermediate,060903000903,Clovis Unified,0609030,Clovis,93612,Clovis,93612,Yes under Community Eligibility Option (CEO),1455,532,880,7th Grade,8th Grade
CT,Clark Lane Middle School,090486000994,Waterford School District,0904860,Waterford,6385,Waterford,6385,Yes participating without using any Provision or the CEO,548,,164,6th Grade,8th Grade
CA,Clark Middle,063432007316,San Diego Unified,0634320,San Diego,92105,San Diego,92105,Yes under Community Eligibility Option (CEO),735,442,677,6th Grade,8th Grade
AK,Clark Middle School,020018000064,Anchorage School District,0200180,Anchorage,99508,Anchorage,99508,Yes under Community Eligibility Option (CEO),772,364,770,6th Grade,8th Grade
KY,Clark Moores Middle School,210372000944,Madison County,2103720,Richmond,40475,Richmond,40475,Yes under Community Eligibility Option (CEO),552,299,335,6th Grade,8th Grade
IN,Clark Pleasant Middle School,180189000245,Clark-Pleasant Community Sch Corp,1801890,Greenwood,46143,Greenwood,46143,Yes participating without using any Provision or the CEO,1635,788,894,6th Grade,8th Grade
MA,Clark St Community,251323002206,Worcester,2513230,Worcester,1606,Worcester,1606,Yes under Community Eligibility Option (CEO),261,218,,Prekindergarten,6th Grade
GA,Clarkdale Elementary School,130129000526,Cobb County,1301290,Austell,30106,Austell,30106,Yes participating without using any Provision or the CEO,745,212,640,Prekindergarten,5th Grade
MS,CLARKDALE ELEMENTARY SCHOOL,280243001362,LAUDERDALE CO SCHOOL DIST,2802430,Meridian,39031,Meridian,39031,No,542,119,192,Prekindergarten,6th Grade
MS,CLARKDALE HIGH SCHOOL,280243001348,LAUDERDALE CO SCHOOL DIST,2802430,Meridian,39301,Meridian,39301,No,410,82,144,7th Grade,12th Grade
AZ,Clarkdale-Jerome Elementary School,040000400912,Clarkdale-Jerome Elementary District (4486),0400004,CLARKDALE,86324,CLARKDALE,86324,Yes participating without using any Provision or the CEO,473,178,,Prekindergarten,8th Grade
AZ,Clarkdale-Jerome Online Learning Academy,040000403787,Clarkdale-Jerome Elementary District (4486),0400004,CLARKDALE,86324,CLARKDALE,86324,No,0,,,Kindergarten,8th Grade
MA,Clarke,251143001883,Swampscott,2511430,Swampscott,1907,Swampscott,1907,Yes participating without using any Provision or the CEO,206,54,,Kindergarten,4th Grade
GA,Clarke Central High School,130117000449,Clarke County,1301170,Athens,30605,Athens,30605,Yes under Community Eligibility Option (CEO),1842,496,1062,9th Grade,12th Grade
MS,CLARKE CO CAREER & TECHNOLOGY CTR,280378001182,QUITMAN SCHOOL DIST,2803780,Quitman,39355,Quitman,39355,Yes participating without using any Provision or the CEO,0,,,9th Grade,12th Grade
IA,Clarke Community Elementary School,190741000351,Clarke Comm School District,1907410,Osceola,50213,Osceola,50213,Yes participating without using any Provision or the CEO,631,,352,Prekindergarten,5th Grade
IA,Clarke Community High School,190741000349,Clarke Comm School District,1907410,Osceola,50213,Osceola,50213,Yes participating without using any Provision or the CEO,424,,227,9th Grade,12th Grade
IA,Clarke Community Middle School,190741000350,Clarke Comm School District,1907410,Osceola,50213,Osceola,50213,Yes participating without using any Provision or the CEO,269,,165,6th Grade,8th Grade
AL,Clarke County High School,010072000298,Clarke County,0100720,Grove Hill,36451,Grove Hill,36451,Yes under Community Eligibility Option (CEO),252,204,190,9th Grade,12th Grade
GA,Clarke Middle School,130117000443,Clarke County,1301170,Athens,30606,Athens,30606,Yes under Community Eligibility Option (CEO),652,232,494,6th Grade,8th Grade
MI,Clarke School,263285006831,St. Joseph Public Schools,2632850,SAINT JOSEPH,49085,SAINT JOSEPH,49085,Yes participating without using any Provision or the CEO,465,,111,Kindergarten,5th Grade
GA,Clarkesville Elementary School,130258002042,Habersham County,1302580,Clarkesville,30523,Clarkesville,30523,Yes participating without using any Provision or the CEO,453,101,290,Prekindergarten,5th Grade
IN,Clarks Creek Elementary,180897002438,Plainfield Community School Corp,1808970,Plainfield,46168,Plainfield,46168,Yes participating without using any Provision or the CEO,517,303,315,Kindergarten,5th Grade
AK,Clarks Point School,020071000331,Southwest Region School District,0200710,Clarks Point,99569,Clarks Point,99569,Yes under Community Eligibility Option (CEO),13,10,13,Prekindergarten,12th Grade
MD,Clarksburg Elementary,240048000804,Montgomery County Public Schools,2400480,Clarksburg,20871,Clarksburg,20871,Yes participating without using any Provision or the CEO,448,110,138,Kindergarten,5th Grade
MA,Clarksburg Elementary,250372000510,Clarksburg,2503720,Clarksburg,1247,Clarksburg,1247,Yes under Community Eligibility Option (CEO),208,79,,Prekindergarten,8th Grade
MD,Clarksburg High,240048001541,Montgomery County Public Schools,2400480,Clarksburg,20871,Clarksburg,20871,Yes participating without using any Provision or the CEO,2214,659,803,9th Grade,12th Grade
CA,Clarksburg Middle,063311011731,River Delta Joint Unified,0633110,Clarksburg,95612,Clarksburg,95612,Yes under Community Eligibility Option (CEO),187,70,150,7th Grade,9th Grade
MS,CLARKSDALE COLLEGIATE,280019401492,CLARKSDALE COLLEGIATE DISTRICT,2800194,CLARKSDALE,38614,CLARKSDALE,38614,Yes under Community Eligibility Option (CEO),583,319,583,Kindergarten,7th Grade
MS,CLARKSDALE HIGH SCHOOL,280105000118,CLARKSDALE MUNICIPAL SCHOOL DIST,2801050,CLARKSDALE,38614,CLARKSDALE,38614,Yes under Community Eligibility Option (CEO),478,221,478,10th Grade,12th Grade
AL,ClarkShaw Magnet School,010237000931,Mobile County,0102370,Mobile,36608,Mobile,36608,Yes under Community Eligibility Option (CEO),544,307,285,5th Grade,8th Grade
KY,Clarkson Elementary School,210230000485,Grayson County,2102300,Clarkson,42726,Clarkson,42726,Yes under Community Eligibility Option (CEO),617,361,400,Prekindergarten,5th Grade
MI,Clarkston Elementary School,260990004473,Clarkston Community School District,2609900,CLARKSTON,48346,CLARKSTON,48346,Yes participating without using any Provision or the CEO,386,,62,Prekindergarten,5th Grade
GA,Clarkston High School,130174000708,DeKalb County,1301740,Clarkston,30021,Clarkston,30021,Yes under Community Eligibility Option (CEO),1402,523,1220,9th Grade,12th Grade
MI,Clarkston High School,260990004475,Clarkston Community School District,2609900,CLARKSTON,48346,CLARKSTON,48346,Yes participating without using any Provision or the CEO,1560,,262,7th Grade,12th Grade
MI,Clarkston Junior High School,260990004474,Clarkston Community School District,2609900,CLARKSTON,48346,CLARKSTON,48346,Yes participating without using any Provision or the CEO,982,,209,7th Grade,12th Grade
MI,Clarkston Project Search,260990009063,Clarkston Community School District,2609900,CLARKSTON,48346,CLARKSTON,48346,Yes participating without using any Provision or the CEO,4,,,Ungraded,Ungraded
CA,Clarksville Charter,060197514165,Clarksville Charter District,0601975,El Dorado Hills,95762,Orangevile,95662,,2161,573,768,Kindergarten,12th Grade
MD,Clarksville Elementary,240042000724,Howard County Public Schools,2400420,Clarksville,21029,Clarksville,21029,Yes participating without using any Provision or the CEO,557,94,119,Kindergarten,5th Grade
AR,CLARKSVILLE ELEMENTARY SCHOOL,050438000168,CLARKSVILLE SCHOOL DISTRICT,0504380,CLARKSVILLE,72830,CLARKSVILLE,72830,Yes participating without using any Provision or the CEO,352,77,259,2nd Grade,3rd Grade
IN,Clarksville Elementary School,180192000251,Clarksville Community School Corp,1801920,Clarksville,47129,Clarksville,47129,Yes under Community Eligibility Option (CEO),589,463,348,Prekindergarten,4th Grade
IA,Clarksville Elementary School,190744000354,Clarksville Comm School District,1907440,Clarksville,50619,Clarksville,50619,Yes participating without using any Provision or the CEO,175,,53,Prekindergarten,6th Grade
AR,CLARKSVILLE HIGH SCHOOL,050438000166,CLARKSVILLE SCHOOL DISTRICT,0504380,CLARKSVILLE,72830,CLARKSVILLE,72830,Yes participating without using any Provision or the CEO,576,69,387,10th Grade,12th Grade
IA,Clarksville High School,190744000355,Clarksville Comm School District,1907440,Clarksville,50619,Clarksville,50619,Yes participating without using any Provision or the CEO,138,,38,7th Grade,12th Grade
AR,CLARKSVILLE INTERMEDIATE SCHOOL,050438005135,CLARKSVILLE SCHOOL DISTRICT,0504380,CLARKSVILLE,72830,CLARKSVILLE,72830,Yes participating without using any Provision or the CEO,378,66,283,4th Grade,5th Grade
AR,CLARKSVILLE JUNIOR HIGH SCHOOL,050438000167,CLARKSVILLE SCHOOL DISTRICT,0504380,CLARKSVILLE,72830,CLARKSVILLE,72830,Yes participating without using any Provision or the CEO,436,61,316,8th Grade,9th Grade
MD,Clarksville Middle,240042000725,Howard County Public Schools,2400420,Clarksville,21029,Clarksville,21029,Yes participating without using any Provision or the CEO,643,37,43,6th Grade,8th Grade
AR,CLARKSVILLE MIDDLE SCHOOL,050438000154,CLARKSVILLE SCHOOL DISTRICT,0504380,CLARKSVILLE,72830,CLARKSVILLE,72830,Yes participating without using any Provision or the CEO,371,65,262,6th Grade,7th Grade
IN,Clarksville Middle School,180192000248,Clarksville Community School Corp,1801920,Clarksville,47129,Clarksville,47129,Yes under Community Eligibility Option (CEO),410,293,226,5th Grade,8th Grade
AR,CLARKSVILLE PRIMARY SCHOOL,050438000806,CLARKSVILLE SCHOOL DISTRICT,0504380,CLARKSVILLE,72830,CLARKSVILLE,72830,Yes participating without using any Provision or the CEO,399,94,306,Kindergarten,1st Grade
IN,Clarksville Senior High School,180192000249,Clarksville Community School Corp,1801920,Clarksville,47129,Clarksville,47129,Yes under Community Eligibility Option (CEO),385,262,169,9th Grade,12th Grade
GA,Classic City High School,130117002831,Clarke County,1301170,Athens,30606,Athens,30606,Yes under Community Eligibility Option (CEO),62,29,36,9th Grade,12th Grade
CA,Classical Academy,060156008300,Classical Academy District,0601560,Escondido,92025,Escondido,92025,,1570,255,412,Kindergarten,8th Grade
CA,Classical Academy High,060176311756,Classical Academy High District,0601763,Escondido,92025,Escondido,92025,,1298,201,297,9th Grade,12th Grade
CA,Classical Academy Vista,060147314298,Classical Academy Vista District,0601473,Vista,92083,Vista,92083,,616,135,185,Kindergarten,8th Grade
MA,Classical High,250711001067,Lynn,2507110,Lynn,1905,Lynn,1905,Yes under Community Eligibility Option (CEO),1878,1363,,9th Grade,12th Grade
CT,Classical Magnet School,090192001478,Hartford School District,0901920,Hartford,6105,Hartford,6105,Yes under Community Eligibility Option (CEO),472,,368,6th Grade,12th Grade
FL,CLASSICAL PREPARATORY SCHOOL,120153008347,PASCO,1201530,SPRING HILL,34610,SPRING HILL,34610,Yes under Community Eligibility Option (CEO),1124,374,412,Kindergarten,12th Grade
CT,Classical Studies Academy,090045000075,Bridgeport School District,0900450,Bridgeport,6604,Bridgeport,6604,Yes under Community Eligibility Option (CEO),385,,334,Prekindergarten,8th Grade
KS,Claude A Huyck Elem,200795001426,Kansas City,2007950,Kansas City,66112,Kansas City,66112,Yes under Community Eligibility Option (CEO),283,,247,Kindergarten,5th Grade
ID,CLAUDE A WILCOX ELEMENTARY SCHOOL,160264000465,POCATELLO DISTRICT,1602640,POCATELLO,83201,POCATELLO,83201,Yes participating without using any Provision or the CEO,498,149,303,Kindergarten,5th Grade
FL,CLAUDE PEPPER ELEMENTARY SCHOOL,120039002806,MIAMI-DADE,1200390,MIAMI,33186,MIAMI,33186,Yes under Community Eligibility Option (CEO),428,231,240,Prekindergarten,5th Grade
CA,Claudia Landeen,062169008875,Lincoln Unified,0621690,Stockton,95219,Stockton,95219,Yes under Community Eligibility Option (CEO),525,297,464,Kindergarten,8th Grade
MS,CLAUDINE F BROWN ELEMENTARY SCHOOL,280019801520,GREENWOOD-LEFLORE CONS SCH DISTRICT,2800198,GREENWOOD,38930,GREENWOOD,38930,Yes under Community Eligibility Option (CEO),260,170,260,Prekindergarten,2nd Grade
MS,CLAUSELL ELEMENTARY SCHOOL,280219000381,JACKSON PUBLIC SCHOOL DISTRICT,2802190,JACKSON,39209,JACKSON,39209,Yes under Community Eligibility Option (CEO),228,148,228,Prekindergarten,5th Grade
MI,Clawson High School,260993004481,Clawson Public Schools,2609930,CLAWSON,48017,Clawson,48017,Yes participating without using any Provision or the CEO,360,,150,7th Grade,12th Grade
MI,Clawson Middle School,260993004482,Clawson Public Schools,2609930,CLAWSON,48017,Clawson,48017,Yes participating without using any Provision or the CEO,266,,102,5th Grade,8th Grade
AZ,Clawson School,040253000186,Douglas Unified District (4174),0402530,DOUGLAS,85607,DOUGLAS,85607,Yes under Community Eligibility Option (CEO),328,160,,Prekindergarten,5th Grade
GA,Claxton Elementary School,130207002257,Evans County,1302070,Claxton,30417,Claxton,30417,Yes under Community Eligibility Option (CEO),866,426,866,Prekindergarten,5th Grade
GA,Claxton High School,130207000909,Evans County,1302070,Claxton,30417,Claxton,30417,Yes under Community Eligibility Option (CEO),488,190,323,9th Grade,12th Grade
GA,Claxton Middle School,130207000911,Evans County,1302070,Claxton,30417,Claxton,30417,Yes under Community Eligibility Option (CEO),385,202,356,6th Grade,8th Grade
GA,Claxton Regional Youth Detention Center,130002603501,Department of Juvenile Justice,1300026,Claxton,30417,Claxton,30417,Yes participating without using any Provision or the CEO,6,,,5th Grade,12th Grade
IL,Clay Academy,174333005959,Woodstock CUSD 200,1743330,Woodstock,60098,Woodstock,60098,Yes participating without using any Provision or the CEO,0,,,Prekindergarten,12th Grade
KS,Clay Center Community High,200489000824,Clay County,2004890,Clay Center,67432,Clay Center,67432,Yes participating without using any Provision or the CEO,343,,133,9th Grade,12th Grade
KS,Clay Center Community Middle,200489000823,Clay County,2004890,Clay Center,67432,Clay Center,67432,Yes participating without using any Provision or the CEO,241,,121,6th Grade,8th Grade
IN,Clay Center Elementary School,180120002721,Carmel Clay Schools,1801200,Carmel,46032,Carmel,46032,Yes participating without using any Provision or the CEO,689,102,96,Prekindergarten,5th Grade
IA,Clay Central-Everly Elementary,190747002027,Clay Central-Everly Comm School District,1907470,Royal,51357,Royal,51357,Yes participating without using any Provision or the CEO,63,,39,Prekindergarten,6th Grade
FL,CLAY CHARTER ACADEMY,120030008437,CLAY,1200300,MIDDLEBURG,32068,MIDDLEBURG,32068,Yes participating without using any Provision or the CEO,693,54,73,Kindergarten,8th Grade
IL,Clay City Elem School,171034004575,Clay City CUSD 10,1710340,Clay City,62824,Clay City,62824,Yes under Community Eligibility Option (CEO),106,,61,Prekindergarten,5th Grade
IN,Clay City Elementary School,180084000156,Clay Community Schools,1800840,Clay City,47841,Clay City,47841,Yes under Community Eligibility Option (CEO),382,379,198,Kindergarten,6th Grade
KY,Clay City Elementary School,210489001219,Powell County,2104890,Clay City,40312,Clay City,40312,Yes under Community Eligibility Option (CEO),452,330,344,Prekindergarten,5th Grade
IL,Clay City High School,171034001252,Clay City CUSD 10,1710340,Clay City,62824,Clay City,62824,Yes under Community Eligibility Option (CEO),70,,33,9th Grade,12th Grade
IL,Clay City Jr High School,171034001251,Clay City CUSD 10,1710340,Clay City,62824,Clay City,62824,Yes under Community Eligibility Option (CEO),68,,36,6th Grade,8th Grade
IN,Clay City Jr-Sr High School,180084000157,Clay Community Schools,1800840,Clay City,47841,Clay City,47841,Yes under Community Eligibility Option (CEO),350,110,154,7th Grade,12th Grade
KY,Clay County Area Technology Center,210028902070,Kentucky Tech System,2100289,Manchester,40962,Manchester,40962,Yes participating without using any Provision or the CEO,0,,,8th Grade,12th Grade
AL,Clay County Career Development Center,010075002666,Clay County,0100750,Ashland,36251,Ashland,36251,Yes participating without using any Provision or the CEO,,,,7th Grade,12th Grade
GA,Clay County Elementary,130120002834,Clay County,1301200,Fort Gaines,39851,Fort Gaines,39851,Yes under Community Eligibility Option (CEO),155,88,155,Prekindergarten,5th Grade
KY,Clay County High School,210123000249,Clay County,2101230,Manchester,40962,Manchester,40962,Yes under Community Eligibility Option (CEO),756,525,534,9th Grade,12th Grade
GA,Clay County Middle School,130120002833,Clay County,1301200,Fort Gaines,39851,Fort Gaines,39851,Yes under Community Eligibility Option (CEO),50,27,50,6th Grade,8th Grade
KY,Clay County Middle School,210123001699,Clay County,2101230,Manchester,40962,Manchester,40962,Yes under Community Eligibility Option (CEO),396,285,308,7th Grade,8th Grade
IL,Clay Elem School,170993000661,Chicago Public Schools Dist 299,1709930,Chicago,60633,Chicago,60633,Yes under Community Eligibility Option (CEO),592,,517,Prekindergarten,8th Grade
CA,Clay Elementary,060885000897,Clay Joint Elementary,0608850,Kingsburg,93631,Kingsburg,93631,Yes participating without using any Provision or the CEO,240,38,48,Kindergarten,8th Grade
IA,Clay Elementary,192682001168,Southeast Polk Comm School District,1926820,Altoona,50009,Altoona,50009,Yes participating without using any Provision or the CEO,670,,225,Prekindergarten,5th Grade
CA,Clay Elementary,063432005435,San Diego Unified,0634320,San Diego,92115,San Diego,92115,Yes under Community Eligibility Option (CEO),302,134,217,Kindergarten,5th Grade
KY,Clay Elementary School,210582001369,Webster County,2105820,Clay,42404,Clay,42404,Yes under Community Eligibility Option (CEO),201,118,129,Prekindergarten,6th Grade
AL,Clay Elementary School,010192000696,Jefferson County,0101920,Clay,35048,Clay,35048,Yes under Community Eligibility Option (CEO),634,384,286,Prekindergarten,5th Grade
FL,CLAY HIGH SCHOOL,120030000330,CLAY,1200300,GREEN COVE SPRINGS,32043,GREEN COVE SPRINGS,32043,Yes participating without using any Provision or the CEO,1706,563,792,9th Grade,12th Grade
IN,Clay High School,181029001649,South Bend Community School Corp,1810290,South Bend,46637,South Bend,46637,Yes under Community Eligibility Option (CEO),477,432,295,9th Grade,12th Grade
